call_id,caller_number,receiver_number,call_start_time,call_end_time,call_duration,call_type,cell_tower_id,call_status,data_usage,call_date,call_hour,weekend_flag
36df7244-4f39-4b57-8fc7-897e3fcd7d44,(447)453-2260,519.289.8931x61303,2025-04-11 15:41:14,2025-04-11 16:22:54,2500,voice,TWR-96010,completed,0.0,2025-04-11,15,0
258eb63e-6cbf-4d71-993c-86c4f970b5e9,586.247.3688x9519,3696956286,2025-04-14 19:52:41,2025-04-14 20:00:47,486,data,TWR-95151,completed,3.2186928864600626,2025-04-14,19,0
bd0232fb-daab-4cd7-a878-fb3c19b0b013,+1-721-869-8249x45405,(413)798-1280,2025-03-06 04:23:54,2025-03-06 04:51:42,1668,voice,TWR-15198,failed,0.0,2025-03-06,4,0
b9120e91-4d23-4fce-bc66-d59f5f7bb2fd,287.667.2507x33241,(896)346-4849x24177,2025-03-10 09:30:32,2025-03-10 09:40:36,604,voice,TWR-44290,completed,0.0,2025-03-10,9,0
96cb7e9d-0a8e-4898-82a5-ce76389e0b79,391-577-6932x3444,2629142214,2025-01-11 16:35:47,2025-01-11 17:05:17,1770,SMS,TWR-81425,completed,0.0,2025-01-11,16,1
02f5a3b1-feb2-4321-9e98-253db4421e3a,+1-430-306-6117,001-362-829-0728x047,2025-03-01 05:18:37,2025-03-01 05:35:10,993,voice,TWR-68066,completed,0.0,2025-03-01,5,1
3e16de6d-6ad7-459a-a249-e66463ca2d6d,+1-792-903-5533,001-890-495-2569,2025-03-01 14:33:34,2025-03-01 15:02:23,1729,voice,TWR-87665,completed,0.0,2025-03-01,14,1
f0838b3d-e199-4803-8b64-354089868fa5,476.264.4898x868,+1-850-374-5050,2025-03-28 09:17:18,2025-03-28 10:11:31,3253,data,TWR-87007,completed,8.638502638278883,2025-03-28,9,0
da1b493a-15f0-4e11-93be-b91324a9c76a,351.822.7725,001-465-466-5451x446,2025-02-13 07:51:06,2025-02-13 08:20:46,1780,voice,TWR-16332,completed,0.0,2025-02-13,7,0
b8a511d6-26c8-45ce-a2d2-6acdb78a1ef8,456.622.0167x906,001-350-673-5312x741,2025-01-08 20:09:36,2025-01-08 21:00:55,3079,SMS,TWR-81051,completed,0.0,2025-01-08,20,0
ebef7933-2e26-4b93-a8de-7446cd370176,978-314-2532x509,374-860-9001,2025-04-02 03:32:17,2025-04-02 04:12:46,2429,SMS,TWR-54228,failed,0.0,2025-04-02,3,0
8c1dd2a2-14c8-4cb7-ac2e-8375332e0377,953-498-0968,971-265-9635x2574,2025-03-08 17:30:40,2025-03-08 17:36:28,348,SMS,TWR-00927,completed,0.0,2025-03-08,17,1
b90de591-f65f-4527-8956-72b0f5e0931a,543-823-1195,001-587-529-9838x0477,2025-05-07 16:50:21,2025-05-07 17:37:19,2818,SMS,TWR-81670,completed,0.0,2025-05-07,16,0
a013614d-8f21-4ee0-8e4c-c2e8435da4dd,+1-894-289-2171x841,+1-683-556-2534,2025-02-12 22:07:01,2025-02-12 22:43:36,2195,voice,TWR-47885,completed,0.0,2025-02-12,22,0
4996a70a-4bb3-43ce-830c-2280885d3380,366-948-5035,001-974-604-0056x844,2025-05-16 00:36:01,2025-05-16 01:15:14,2353,SMS,TWR-90179,completed,0.0,2025-05-16,0,0
f8a56eef-3c30-428d-9749-7748055a2a54,874.933.8794x9888,001-243-525-8643,2025-03-16 21:01:59,2025-03-16 21:32:37,1838,voice,TWR-50693,completed,0.0,2025-03-16,21,1
855975f1-ffd3-477d-a950-669186323446,617-509-3140,940.215.9384,2025-02-06 08:04:14,2025-02-06 08:42:30,2296,voice,TWR-29382,completed,0.0,2025-02-06,8,0
b1b556a9-4254-4bf1-971d-d6ebd5160ee5,001-866-650-4438x7250,(436)207-0038x640,2025-04-29 15:54:59,2025-04-29 16:12:54,1075,voice,TWR-87540,completed,0.0,2025-04-29,15,0
431dfdbf-d5ca-41f5-9c3d-307080743be8,001-700-322-0802,001-978-863-9061x233,2025-03-10 21:03:53,2025-03-10 21:38:35,2082,SMS,TWR-60130,failed,0.0,2025-03-10,21,0
b429e4ce-83ba-485d-9e49-21e7f5665075,624-943-3250x67342,001-353-334-1900x0002,2025-03-21 07:07:36,2025-03-21 07:17:06,570,voice,TWR-85657,completed,0.0,2025-03-21,7,0
b9d81c82-1d5c-4fe2-8a0c-4a6611aa7f43,001-354-256-4310,+1-303-756-9302x35855,2025-04-10 06:27:50,2025-04-10 06:43:50,960,voice,TWR-58759,completed,0.0,2025-04-10,6,0
6a22379a-bd38-46cd-b351-28e80fe45421,980-307-7072,(766)283-3445x6602,2025-04-24 21:08:01,2025-04-24 21:35:13,1632,SMS,TWR-68541,completed,0.0,2025-04-24,21,0
0c036394-35db-4972-a839-ce7fe0d64f30,(993)537-5386,574.474.1896x9135,2025-02-22 19:02:44,2025-02-22 19:42:10,2366,voice,TWR-89803,completed,0.0,2025-02-22,19,1
bc2ac7cb-0940-4f16-91a7-cdeccf295f21,001-914-267-8234,786.869.0015x868,2025-01-09 03:56:26,2025-01-09 04:35:43,2357,voice,TWR-42068,completed,0.0,2025-01-09,3,0
dcf540e4-0426-4ba1-94a7-904836b34bbb,+1-654-775-5489x8389,(281)640-0620,2025-05-02 00:26:30,2025-05-02 00:33:29,419,voice,TWR-01976,completed,0.0,2025-05-02,0,0
2d767e08-18b7-4c43-8605-2503433ff0fe,547-655-7110x85092,9042634149,2025-02-16 11:29:54,2025-02-16 11:39:59,605,SMS,TWR-85152,completed,0.0,2025-02-16,11,1
ca281ec3-3061-4eb8-8cda-56b8b797b9b8,+1-333-848-6734,(526)843-8467x879,2025-01-28 17:09:12,2025-01-28 17:57:50,2918,SMS,TWR-54849,completed,0.0,2025-01-28,17,0
e63a6220-37f5-4f11-8fc4-bfccf16349d0,001-709-443-6614x535,4224707037,2025-03-21 14:04:14,2025-03-21 14:12:50,516,SMS,TWR-98773,completed,0.0,2025-03-21,14,0
19d51f8b-99db-43af-a52a-f39b336d0d54,001-325-992-8563,001-231-338-1872,2025-04-18 07:01:19,2025-04-18 07:02:27,68,voice,TWR-17572,completed,0.0,2025-04-18,7,0
91488e4d-0ecb-400c-b12c-50da4c48a512,(498)354-8139x2705,223.442.9480,2025-02-11 11:16:48,2025-02-11 11:48:52,1924,voice,TWR-09200,completed,0.0,2025-02-11,11,0
db912379-5727-4c07-8e7d-93a323c9f860,630.917.6029x184,948.625.2680x4002,2025-01-18 10:30:58,2025-01-18 10:33:45,167,data,TWR-07503,completed,10.325796816976066,2025-01-18,10,1
ba97f6f1-32dc-41f3-b63b-84e9271f1466,413.264.7632x0592,+1-745-201-2011x96645,2025-02-25 14:33:31,2025-02-25 14:33:55,24,SMS,TWR-70155,completed,0.0,2025-02-25,14,0
7cbf5836-debc-43a3-b41b-d959e0036cf4,001-583-302-0053x536,001-546-855-8671x413,2025-02-08 02:56:07,2025-02-08 02:58:28,141,SMS,TWR-82654,completed,0.0,2025-02-08,2,1
4ee76ade-7501-4d26-b86a-20a4da07f621,+1-929-569-2612x002,2377548153,2025-04-20 17:56:49,2025-04-20 18:52:14,3325,SMS,TWR-67569,completed,0.0,2025-04-20,17,1
84474c9d-1b9d-407c-bc50-5e8944040905,8878081079,267.983.7271x8315,2025-01-12 15:00:24,2025-01-12 15:28:55,1711,data,TWR-16363,completed,5.239241038525494,2025-01-12,15,1
eb0302a8-0532-4b28-86a7-2fa7b5297f3e,(985)935-8999x6842,(532)338-7391,2025-03-08 16:07:50,2025-03-08 16:43:02,2112,voice,TWR-91910,completed,0.0,2025-03-08,16,1
f0b0e027-33c1-4441-958f-5e6dde722ac5,001-736-556-8143x6920,772.844.1952x4651,2025-05-15 14:54:01,2025-05-15 15:38:22,2661,SMS,TWR-64799,completed,0.0,2025-05-15,14,0
75092f82-9f80-45e7-bc30-e35300d7b002,732-522-7790,+1-380-796-4930x848,2025-05-05 19:01:30,2025-05-05 19:05:01,211,voice,TWR-04764,completed,0.0,2025-05-05,19,0
f680f70e-4d82-486a-bb17-9d10cc83c654,+1-525-881-0129x993,349-577-7687,2025-01-10 03:59:53,2025-01-10 04:46:05,2772,voice,TWR-66126,completed,0.0,2025-01-10,3,0
ac2b5d48-d623-4d44-9857-21aeb17954ab,001-463-922-9559,636.674.5481x760,2025-02-04 15:30:12,2025-02-04 15:55:26,1514,voice,TWR-91387,completed,0.0,2025-02-04,15,0
66391fba-8a40-4551-a839-cd28dd8594cf,+1-541-493-8067x385,+1-331-866-4070x55738,2025-04-05 13:21:53,2025-04-05 13:22:02,9,voice,TWR-87374,failed,0.0,2025-04-05,13,1
3ca861b0-5fee-42e5-8669-4360e887f787,001-854-991-1544,+1-756-517-8641x9810,2025-02-01 00:17:40,2025-02-01 00:49:11,1891,voice,TWR-11639,completed,0.0,2025-02-01,0,1
c2a0a000-615e-46d6-bdd1-caf65231b4dc,(290)942-1581x0516,909-950-7147,2025-05-19 11:35:59,2025-05-19 12:28:18,3139,voice,TWR-58869,completed,0.0,2025-05-19,11,0
7de0ae32-41d2-406f-93e6-41961c57d965,(356)228-9365x1981,+1-702-996-8366x9336,2025-01-31 00:26:55,2025-01-31 00:46:52,1197,voice,TWR-32082,completed,0.0,2025-01-31,0,0
285c4353-102a-457f-9a5f-287d1f537765,243-670-7580,+1-786-730-6337,2025-01-24 16:37:16,2025-01-24 16:43:52,396,voice,TWR-61409,completed,0.0,2025-01-24,16,0
0f3ee471-56a2-43df-8b79-e8bef45a579d,405-385-5216x7581,001-646-743-6191x06660,2025-03-17 14:41:08,2025-03-17 15:07:02,1554,voice,TWR-21825,completed,0.0,2025-03-17,14,0
84abb829-ec59-446a-9dc0-96fd93203e90,689-779-1807,(707)871-2162x346,2025-05-11 00:27:10,2025-05-11 01:21:51,3281,voice,TWR-84696,completed,0.0,2025-05-11,0,1
589e5c44-e109-4927-a1b2-d4d068adda2a,+1-570-966-2127x25547,001-587-340-8782x47239,2025-03-23 14:06:58,2025-03-23 14:21:47,889,voice,TWR-48620,completed,0.0,2025-03-23,14,1
2397126e-ff2f-4f5d-8cb0-64fa8e8ad832,+1-395-895-8507x135,939-446-7914x35762,2025-05-10 08:20:28,2025-05-10 09:11:42,3074,SMS,TWR-25197,completed,0.0,2025-05-10,8,1
c77706a8-b3c2-422b-b445-223c23b64f4f,+1-859-276-0901,7143603023,2025-03-11 02:23:51,2025-03-11 02:26:12,141,voice,TWR-47235,completed,0.0,2025-03-11,2,0
d0fe60ae-487a-4493-86e4-949f30506cd0,742.747.3083x23025,613-732-8074,2025-04-16 20:56:35,2025-04-16 21:12:30,955,voice,TWR-85315,failed,0.0,2025-04-16,20,0
3f9a5b6b-1540-4417-bac9-a02d7c516d76,807.817.2855,6535406707,2025-03-17 12:56:22,2025-03-17 13:05:04,522,voice,TWR-99108,completed,0.0,2025-03-17,12,0
fe01589c-e75e-4035-a9ef-2475ea330ec6,001-367-292-9121,817.632.9001x5237,2025-01-29 06:51:16,2025-01-29 07:40:22,2946,voice,TWR-92339,completed,0.0,2025-01-29,6,0
f9dd1b2b-1229-4b62-9568-228629fc9be8,393.804.7629x9715,(585)265-6364x700,2025-04-17 02:23:41,2025-04-17 02:31:59,498,voice,TWR-75902,completed,0.0,2025-04-17,2,0
204070b9-6ac2-4125-8453-ade1eb0b29a0,254-494-1984x73603,+1-841-677-0779x485,2025-01-12 08:15:02,2025-01-12 08:52:26,2244,voice,TWR-18950,completed,0.0,2025-01-12,8,1
c493adfb-a32f-4db8-98d6-9b281aa99f72,+1-659-547-6332x2398,001-228-847-1681,2025-01-16 23:18:09,2025-01-16 23:52:58,2089,SMS,TWR-88733,completed,0.0,2025-01-16,23,0
ea363d4b-874e-4a9b-bf64-b78aa2d6413c,+1-795-789-6224x58169,+1-699-797-3072x442,2025-05-06 08:06:50,2025-05-06 08:07:46,56,SMS,TWR-05088,completed,0.0,2025-05-06,8,0
d9edb4c7-3e96-4a07-9a7a-e7d42a7bb715,800-521-4654,(681)418-9646,2025-03-29 04:24:59,2025-03-29 04:57:19,1940,voice,TWR-94993,completed,0.0,2025-03-29,4,1
0120c598-a2d1-4827-9323-bb2c56697cf2,(425)566-4524,373-271-4837,2025-01-04 12:53:45,2025-01-04 13:37:37,2632,voice,TWR-80522,completed,0.0,2025-01-04,12,1
d205a4eb-733e-4040-8c6c-bffbd3ce176e,(779)298-8731,9267576237,2025-02-23 02:51:21,2025-02-23 02:57:13,352,voice,TWR-66683,completed,0.0,2025-02-23,2,1
49213fb5-7ac2-4f94-a820-24053c7479b1,001-639-219-5559x54461,+1-658-561-7669,2025-01-17 18:07:09,2025-01-17 18:56:03,2934,voice,TWR-73005,completed,0.0,2025-01-17,18,0
59d4cfdc-4b40-4620-911f-3c37e3e00b6b,(693)874-0699x81731,363.944.8692x7893,2025-04-21 21:56:33,2025-04-21 21:58:24,111,SMS,TWR-58708,failed,0.0,2025-04-21,21,0
94886e9c-09ce-45b4-958e-87cb48736933,992.683.0133,(574)791-4553,2025-01-08 02:04:06,2025-01-08 02:51:52,2866,voice,TWR-41085,completed,0.0,2025-01-08,2,0
9e8dbada-0206-4bf4-99aa-79ebc8983cfb,925-970-0206,(929)655-6586,2025-01-20 05:35:56,2025-01-20 06:07:20,1884,voice,TWR-54757,completed,0.0,2025-01-20,5,0
44a0523b-77e6-449f-aa75-e6396f219faf,+1-764-206-6438,880-525-5416,2025-01-17 08:12:06,2025-01-17 08:19:10,424,voice,TWR-81110,completed,0.0,2025-01-17,8,0
d09f48da-d04a-4acc-ad97-43a2352b72a8,(460)851-4531x3178,523.753.8596x8433,2025-03-23 07:17:27,2025-03-23 07:42:53,1526,voice,TWR-92041,completed,0.0,2025-03-23,7,1
3b0549ac-fc65-420c-aa7d-880256ae8f07,673-977-0161x90864,648.890.7815x78438,2025-01-21 06:50:15,2025-01-21 07:43:44,3209,voice,TWR-96915,failed,0.0,2025-01-21,6,0
9127aad4-3d3e-4341-a2de-d411963653b2,+1-275-921-6578,(835)588-3109x943,2025-01-30 11:52:11,2025-01-30 12:39:04,2813,voice,TWR-84928,completed,0.0,2025-01-30,11,0
fb0b95df-0076-4d88-8b0d-84dd1b909c09,708.567.8292x13045,001-953-268-5191x724,2025-05-08 10:09:05,2025-05-08 10:35:53,1608,SMS,TWR-04410,completed,0.0,2025-05-08,10,0
03588b97-d5e0-4fb8-a3e0-d8a94d0421e5,(707)781-4919x801,863-860-1780,2025-01-29 05:46:33,2025-01-29 06:35:54,2961,SMS,TWR-56599,completed,0.0,2025-01-29,5,0
4d779404-009d-485e-a321-fcf92d00dec2,001-352-699-0217,241.772.3334,2025-02-04 07:19:59,2025-02-04 07:54:25,2066,SMS,TWR-80852,completed,0.0,2025-02-04,7,0
8b16792c-29d6-4ab1-972b-48a82e0df326,001-318-733-0039x08491,842-389-6155x914,2025-02-17 01:34:50,2025-02-17 01:41:30,400,data,TWR-36857,completed,1.701745179224109,2025-02-17,1,0
8f33c90f-84ac-4d2f-81aa-cc8594e87ae9,776-483-8409x41692,902-406-2085x179,2025-04-01 17:13:05,2025-04-01 17:48:38,2133,data,TWR-30548,completed,0.18354400611672428,2025-04-01,17,0
b1b84d1c-dd47-4d94-86c4-ff3ab46b1a8f,602.221.5596x2812,618.796.8360,2025-02-13 18:01:08,2025-02-13 18:15:22,854,voice,TWR-50863,completed,0.0,2025-02-13,18,0
7423bdb2-223a-436d-bf2d-6c36baaab68d,363-270-6245,484-396-1658x020,2025-01-24 22:40:01,2025-01-24 22:55:49,948,data,TWR-67467,completed,6.620948763593672,2025-01-24,22,0
f6b87c5c-2aa8-44d4-8cd5-56f2f20c26ac,6657293130,607.862.5896,2025-04-28 06:20:18,2025-04-28 06:51:19,1861,SMS,TWR-86329,completed,0.0,2025-04-28,6,0
6ca5637c-fa8d-4c2a-887a-e023f771b609,+1-816-972-0354x7136,803.869.4958x7520,2025-01-12 16:07:06,2025-01-12 16:40:03,1977,voice,TWR-07497,completed,0.0,2025-01-12,16,1
45181fec-0d32-46f0-a1a0-32f5e9cc6b11,574-695-0171x24806,001-929-887-4887x4386,2025-05-06 06:32:11,2025-05-06 07:18:54,2803,SMS,TWR-83011,completed,0.0,2025-05-06,6,0
71853f89-1af7-47c9-a033-14124efa83c9,001-421-320-9581x019,926-291-0754x71692,2025-05-18 14:03:23,2025-05-18 14:27:51,1468,voice,TWR-21700,completed,0.0,2025-05-18,14,1
b060f194-14c4-460c-93a0-5da45deaec5e,001-957-835-2549,001-711-308-6192x29454,2025-03-08 10:45:26,2025-03-08 10:48:12,166,data,TWR-55029,completed,1.730013659573133,2025-03-08,10,1
d437fcef-c0b6-47e3-b7c9-c1594ebcc0ab,(326)266-0872x58312,+1-270-219-1753x3574,2025-03-20 23:57:29,2025-03-21 00:19:29,1320,SMS,TWR-27103,completed,0.0,2025-03-20,23,0
cd458fc6-aaad-4e66-8f48-5546d4c1eafb,(646)607-1414x442,801.226.7539,2025-03-27 10:41:33,2025-03-27 11:14:08,1955,voice,TWR-86328,completed,0.0,2025-03-27,10,0
6a667172-0ca9-4fe1-beef-c4cd892c6666,341.774.8383x923,539.369.7841x213,2025-04-08 09:16:55,2025-04-08 09:46:47,1792,voice,TWR-38386,failed,0.0,2025-04-08,9,0
50904a83-b004-4921-b829-ebaff42104b9,+1-969-251-4606x061,001-711-222-5918x3131,2025-02-11 10:55:46,2025-02-11 11:14:31,1125,voice,TWR-82109,completed,0.0,2025-02-11,10,0
f8b46a41-f6d3-4aa5-a828-451d50605c9e,8346313055,+1-840-240-3456x3255,2025-03-28 06:24:17,2025-03-28 06:59:56,2139,voice,TWR-50347,completed,0.0,2025-03-28,6,0
b42776ee-7ff7-4bfc-b82d-f5a6e86b4225,001-473-292-1989,557-710-7697x50633,2025-01-04 20:29:15,2025-01-04 20:33:53,278,voice,TWR-84810,completed,0.0,2025-01-04,20,1
c81a5625-33a3-4e2d-ab35-d7cc9d765e53,+1-681-995-2480x3584,751-980-9950x442,2025-04-28 08:48:58,2025-04-28 09:29:39,2441,voice,TWR-42816,completed,0.0,2025-04-28,8,0
b93b80e8-4379-41e2-b27b-81b6a29329ec,656.819.8354x6501,820-591-3229x2800,2025-01-27 09:42:54,2025-01-27 09:53:07,613,data,TWR-09437,completed,4.694979328901829,2025-01-27,9,0
30b8d7e4-acba-4585-b8c2-b711bd5641dc,652-612-3371x87260,+1-308-892-0722x429,2025-04-14 18:02:17,2025-04-14 19:01:56,3579,voice,TWR-77242,completed,0.0,2025-04-14,18,0
e792cbbe-b6e3-4b8f-9afe-45eac9fe9b55,001-688-744-3848,(903)797-7927,2025-03-21 20:34:48,2025-03-21 20:58:43,1435,voice,TWR-35069,completed,0.0,2025-03-21,20,0
dfd65d81-22fa-4315-8dae-661b05ea2c92,716.682.3466x78674,+1-452-554-0194,2025-04-09 20:57:30,2025-04-09 21:06:08,518,voice,TWR-86404,completed,0.0,2025-04-09,20,0
f7c4ddc4-288e-4528-8483-31998a87d2f7,(604)641-4929x648,+1-237-483-5430x967,2025-01-18 10:18:08,2025-01-18 10:34:27,979,voice,TWR-51434,completed,0.0,2025-01-18,10,1
c2793f6b-7696-4242-b545-a8421823cf17,377-362-1110x664,001-612-320-0904x273,2025-05-16 05:56:04,2025-05-16 06:03:38,454,SMS,TWR-69871,completed,0.0,2025-05-16,5,0
82c93862-f27b-4719-b655-c2ab89325462,001-596-329-1019x66253,+1-446-845-5901,2025-05-20 23:22:35,2025-05-20 23:36:28,833,voice,TWR-54901,completed,0.0,2025-05-20,23,0
9448604d-1ffa-4d59-961b-26f10d339725,8902892175,(875)890-9616,2025-03-25 19:07:09,2025-03-25 19:10:01,172,voice,TWR-95804,completed,0.0,2025-03-25,19,0
178aefbd-07ba-4123-89c7-96febeda7655,+1-539-702-4989x872,(610)902-4286x49002,2025-02-20 08:04:54,2025-02-20 08:13:31,517,SMS,TWR-34009,completed,0.0,2025-02-20,8,0
bd32bb25-ea78-41c1-b7df-84fac858c3ef,692.271.2088,673-441-1637,2025-02-15 20:39:54,2025-02-15 21:38:04,3490,voice,TWR-22353,completed,0.0,2025-02-15,20,1
27b63cf2-4f57-448e-ad4b-145e64b2972f,001-988-537-7001x9998,(299)530-9732,2025-01-10 15:25:17,2025-01-10 16:20:12,3295,voice,TWR-34132,completed,0.0,2025-01-10,15,0
ac09a235-b8ab-48b8-9e5f-d701fa48e93f,795.813.9511x40957,+1-617-706-2213x145,2025-02-20 14:56:41,2025-02-20 15:50:10,3209,voice,TWR-80255,completed,0.0,2025-02-20,14,0
2286dce4-1ac2-444c-8eea-96b469df6d71,001-496-828-7004,537-787-5993x5955,2025-05-20 23:15:55,2025-05-21 00:00:21,2666,voice,TWR-21347,completed,0.0,2025-05-20,23,0
888e044f-7e47-4fb0-9d3e-70e6e265fd87,7624497617,001-341-911-7660x969,2025-01-03 15:14:31,2025-01-03 15:27:57,806,SMS,TWR-81609,completed,0.0,2025-01-03,15,0
c2a28dd3-b206-4153-95b2-72a70e96c754,958.560.8007,577-240-9192x32877,2025-04-25 12:21:52,2025-04-25 13:18:13,3381,SMS,TWR-36145,failed,0.0,2025-04-25,12,0
c90b3efa-e6b6-4ead-9e10-fa59e1de7fd3,216.292.7893,+1-513-315-5914x34649,2025-04-20 17:07:43,2025-04-20 17:56:14,2911,SMS,TWR-64206,completed,0.0,2025-04-20,17,1
d9da2acd-450d-4517-b2aa-b5040aa1105a,(812)652-6298,902-415-8246x6475,2025-01-08 10:21:00,2025-01-08 11:04:14,2594,voice,TWR-71883,completed,0.0,2025-01-08,10,0
8fb4dfde-77d2-4b21-bd9e-5c0d492c08b7,+1-937-844-1272x764,(945)885-6518x09773,2025-04-26 02:02:28,2025-04-26 02:45:23,2575,SMS,TWR-87312,completed,0.0,2025-04-26,2,1
4d348a17-d49f-43c9-880e-b454b43c465e,001-892-858-6288,(818)932-6439x92941,2025-03-21 23:36:58,2025-03-21 23:55:04,1086,voice,TWR-41365,completed,0.0,2025-03-21,23,0
c5eef22c-b79b-4ed6-956b-3a55ad9c53ee,+1-814-969-4148,505-684-2833x734,2025-02-11 04:25:52,2025-02-11 04:33:47,475,data,TWR-60532,completed,1.8876404898314272,2025-02-11,4,0
860abc1d-f437-4d7b-b965-a8b2297275be,(683)591-3743x857,001-915-586-0873,2025-02-15 01:35:26,2025-02-15 02:25:28,3002,voice,TWR-45550,completed,0.0,2025-02-15,1,1
1d17e032-0947-48fd-911c-6a2f253b8494,001-262-299-0156x422,(844)610-1765,2025-04-18 21:00:51,2025-04-18 21:20:40,1189,voice,TWR-07970,completed,0.0,2025-04-18,21,0
67a374ac-f75b-4739-995b-7fb6d9fe4eb3,+1-891-338-4581x1720,(976)783-8199x07747,2025-01-14 10:09:14,2025-01-14 10:12:07,173,data,TWR-10787,completed,5.580367671823553,2025-01-14,10,0
5317c69d-94fa-4447-a381-abe87376ce39,(293)340-3907,660-970-8505,2025-02-19 10:49:07,2025-02-19 11:05:20,973,voice,TWR-03382,completed,0.0,2025-02-19,10,0
1fbd650b-e50e-41f0-a39c-306e2ebc49bf,985-722-4095x4473,943-299-2927,2025-01-28 13:57:53,2025-01-28 14:34:46,2213,voice,TWR-25820,completed,0.0,2025-01-28,13,0
bb57b128-43f6-42eb-b76b-020b951a707d,6512779086,001-571-470-1211x125,2025-04-16 07:22:15,2025-04-16 08:14:02,3107,SMS,TWR-85779,completed,0.0,2025-04-16,7,0
fe4e7b06-731a-4777-8777-44ef0449fc09,+1-251-737-3327x65021,705.586.8841x061,2025-03-21 23:38:35,2025-03-21 23:56:38,1083,SMS,TWR-73341,completed,0.0,2025-03-21,23,0
ecd44287-9df2-4419-b455-0def26c4a54c,+1-628-734-7833,(930)447-0431,2025-01-30 12:16:10,2025-01-30 12:23:35,445,voice,TWR-22670,completed,0.0,2025-01-30,12,0
077785de-62b1-4496-8328-015d39a7629e,900.331.8663,924.258.1817x59151,2025-05-18 16:41:20,2025-05-18 17:14:28,1988,SMS,TWR-23351,completed,0.0,2025-05-18,16,1
a2948797-9838-4535-93c5-e614f6b9fa00,211.207.2604x9252,(864)832-6700x315,2025-02-19 06:11:46,2025-02-19 06:38:55,1629,SMS,TWR-74837,completed,0.0,2025-02-19,6,0
faa3576c-7bc6-4314-8bcc-8fa1c7df53bf,6827431282,4549946701,2025-04-03 14:04:43,2025-04-03 14:11:50,427,voice,TWR-42800,completed,0.0,2025-04-03,14,0
1d0cbc5c-1d0a-4a2a-8169-20530682541e,(514)653-7910,+1-435-705-5567x5890,2025-05-13 23:18:01,2025-05-13 23:49:50,1909,voice,TWR-61341,failed,0.0,2025-05-13,23,0
03f8b691-4d9b-4ade-be85-5529540a0b47,(435)331-1536,579-484-5603,2025-03-20 16:37:59,2025-03-20 17:25:13,2834,voice,TWR-83015,completed,0.0,2025-03-20,16,0
830d12b2-b373-41a2-b824-6749987bcb97,803-809-5972x21581,(271)855-0724,2025-04-01 10:55:34,2025-04-01 11:22:28,1614,SMS,TWR-46015,completed,0.0,2025-04-01,10,0
0cb3fac9-8cef-43c9-a8b7-d9641c8f9b9a,+1-861-326-0574x18928,680-421-5135,2025-04-24 00:02:54,2025-04-24 00:20:50,1076,SMS,TWR-86504,completed,0.0,2025-04-24,0,0
618718cd-9690-4913-a6c0-d3bfb686bac1,(923)447-5614x3733,001-221-490-5440x3619,2025-01-05 02:12:43,2025-01-05 02:25:48,785,voice,TWR-71585,completed,0.0,2025-01-05,2,1
d62a6f16-838a-4a98-8841-98b4165a8a13,+1-573-552-5949x377,(507)494-3787,2025-01-21 03:22:43,2025-01-21 03:59:51,2228,voice,TWR-42223,completed,0.0,2025-01-21,3,0
8a3ddd9a-67e1-4f14-b9da-73d1a0bd368e,001-267-707-3489x23586,686.307.4003x42710,2025-05-16 23:59:26,2025-05-17 00:35:56,2190,data,TWR-34641,completed,0.15547452203920045,2025-05-16,23,0
2d82b83e-73d2-47f4-b7ca-7a4115a0a584,(413)725-2334x849,+1-905-225-3397,2025-02-26 20:19:15,2025-02-26 21:07:00,2865,voice,TWR-72366,completed,0.0,2025-02-26,20,0
5504eed6-cc0b-4e5c-834b-a71cf97456c0,(471)958-5392,001-976-297-4011x624,2025-02-19 12:31:37,2025-02-19 13:20:24,2927,voice,TWR-91888,completed,0.0,2025-02-19,12,0
2ad16bc5-a181-421a-a87e-8c88c469d699,+1-777-273-0427,358-636-7415x8813,2025-04-23 09:58:35,2025-04-23 10:47:53,2958,voice,TWR-48071,completed,0.0,2025-04-23,9,0
13e57819-42e5-4334-9802-6816720f4063,4719343464,+1-847-799-7309x2171,2025-03-30 08:25:58,2025-03-30 08:55:24,1766,voice,TWR-59004,completed,0.0,2025-03-30,8,1
e87a3c61-2fa0-4afd-9596-864df110aef6,(996)487-7382x837,848.205.5492x1685,2025-05-11 01:36:56,2025-05-11 02:24:41,2865,voice,TWR-85699,completed,0.0,2025-05-11,1,1
0bab86d1-1a8c-48b7-8f5d-d261036ce0b2,916.830.7468,732.531.9833x4623,2025-02-28 20:11:16,2025-02-28 21:02:58,3102,SMS,TWR-21715,completed,0.0,2025-02-28,20,0
732d4e0c-4365-497b-8c0e-f9909e2e7837,001-698-611-5234x50674,6287277113,2025-01-12 21:57:11,2025-01-12 22:55:43,3512,voice,TWR-00335,completed,0.0,2025-01-12,21,1
36e26378-2f23-4085-bbb6-35cca5664f37,(561)880-6846,+1-319-272-2698x27681,2025-04-09 20:25:19,2025-04-09 20:47:06,1307,voice,TWR-56090,failed,0.0,2025-04-09,20,0
a3b6798c-9803-48be-a637-62a7a52478b0,669.918.3721,732.648.1828x072,2025-04-29 01:24:59,2025-04-29 01:38:59,840,data,TWR-19966,completed,13.522228902163384,2025-04-29,1,0
